productid,product_brand,product_name,product_category,price_inr,discount_price,percentage,currency,delivery_options,expiration_date,packaging_type,country_origin,image_url,description_1,description_2,customer_review1,customer_reviewer1,customer_review2,customer_reviewer2,customer_review3,customer_reviewer3,customer_review4,customer_reviewer4,available_size1,available_size2,available_size3,available_size4,additional_feature2,additional_feature3,additional_feature1,npk_ratio
1975,GreenGrow,Humic Acid Fertilizer,Chemical Fertilizer,375,290,26,INR,Standard Delivery,30-03-2007,Bottle,India,https://th.bing.com/th/id/OIG3.pCwfsq6jYMxNs4pmoRqY?w=1024&h=1024&rs=1&pid=ImgDetMain,"Humic Acid Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Humic Acid Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Amit,"Good quality fertilizer, improved soil health significantly.",Harini,My crops have never been healthier!,Anjali,"Excellent product, highly recommended!",Anil,250grms,750grms,2kgs,5kg,"Enhances soil structure, improving root growth and overall plant health.",Enriched with essential nutrients for faster growth.,"Humic Acid Fertilizer guarantees optimal nutrient release, keeping plants healthy for weeks.",20:08:03
1976,EcoFert,Soil Conditioner,Bio-Fertilizer,380,289,27,INR,Free Shipping,18-10-2027,Canister,India,https://th.bing.com/th/id/OIG4.w30VbevJ_QV3GDsKSfw6?w=1024&h=1024&rs=1&pid=ImgDetMain,"Soil Conditioner boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Soil Conditioner, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Sonal,"Good value for money, effective results.",Vikram,"Easy to use, results are visible within weeks.",Ramesh,Boosted plant growth significantly.,Divya,250grms,750grms,2kgs,5kg,Helps balance soil pH for better nutrient uptake and plant health.,"Ideal for all plant types, including flowers, vegetables, and lawns.","Give your plants a boost with Soil Conditioner, enhancing overall plant vitality.",16:08:04
1977,CropMax,Organic Manure,Organic Fertilizer,591,563,5,INR,Standard Delivery,02-02-2026,Bottle,India,https://th.bing.com/th/id/OIG3.cURPXxHReR1Se.7FC4vj?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Organic Manure, specially formulated for robust development.","Ensure vibrant plant life with Organic Manure, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Sanjeev,"Easy to use, results are visible within weeks.",Venkat,"Worked wonders for my plants, great quality.",Anil,"Good quality fertilizer, improved soil health significantly.",Rahul,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Helps balance soil pH for better nutrient uptake and plant health.,"Formulated for Organic Manure, enhancing your soil's fertility and plant resilience.",22:08:04
1978,EcoFert,Compost Plus,Organic Fertilizer,490,393,22,INR,Same Day Delivery,16-07-2025,Bottle,India,https://th.bing.com/th/id/OIG3.rKzpbeytlCJcGWK2B1E6?w=1024&h=1024&rs=1&pid=ImgDetMain,"Get exceptional growth with Compost Plus, your plants' best ally.","Ensure vibrant plant life with Compost Plus, offering superior nutrient absorption and growth acceleration.","Improved soil texture, and plants are greener.",Sonal,My flowers are thriving thanks to this compost!,Rahul,"Worked wonders for my plants, great quality.",Anil,Boosted plant growth significantly.,Rajesh,250grms,500g,2kgs,5kg,Enhances soil aeration and nutrient content.,Supports sustainable farming with organic matter.,"Compost Plus guarantees optimal nutrient release, keeping plants healthy for weeks.",15:09:05
1979,AgriBoost,Bio Phosphate,Chemical Fertilizer,625,589,6,INR,Standard Delivery,24-10-2025,Canister,India,https://th.bing.com/th/id/OIG3.12Hx8i8uvLPFxVCKqvNT?w=1024&h=1024&rs=1&pid=ImgDetMain,"Get exceptional growth with Bio Phosphate, your plants' best ally.","Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Deepak,"Easy to use, results are visible within weeks.",Amit,Plants look greener and healthier now.,Rajesh,"Worked wonders for my plants, great quality.",Neha,250grms,500g,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Improves soil aeration and water retention.,"Give your plants a boost with Bio Phosphate, enhancing overall plant vitality.",22:08:06
1980,SoilSaver,Nitrogen Booster,Chemical Fertilizer,907,845,7,INR,Free Shipping,17-10-2026,Bag,India,https://th.bing.com/th/id/OIG1.bURz4l18bQyTJvEfjdCg?w=1024&h=1024&rs=1&pid=ImgDetMain,"Get exceptional growth with Nitrogen Booster, your plants' best ally.","Ensure vibrant plant life with Nitrogen Booster, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Priya,"Easy to use, results are visible within weeks.",Venkat,"Worked wonders for my plants, great quality.",Anil,"Highly effective for my garden, plants are thriving!",Rahul,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Improves soil aeration and water retention.,"Formulated for Nitrogen Booster, enhancing your soil's fertility and plant resilience.",16:09:04
1981,AgriBoost,Bone Meal,Chemical Fertilizer,486,440,10,INR,Standard Delivery,28-01-2026,Bottle,India,https://th.bing.com/th/id/OIG3.HRjP4bgHSIyq.hhrVPER?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Bone Meal, specially formulated for robust development.","Ensure vibrant plant life with Bone Meal, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Harini,"Good value for money, effective results.",Rajesh,"Easy to use, results are visible within weeks.",Lakshmi,My crops have never been healthier!,Neha,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","With Bone Meal, enjoy healthier plants with faster root development.",16:10:03
1982,AgriBoost,DAP (Di-Ammonium Phosphate),Bio-Fertilizer,572,529,8,INR,Same Day Delivery,04-08-2026,Canister,India,https://th.bing.com/th/id/OIG2.TSX.efiUvZEstKZ8dvIq?w=1024&h=1024&rs=1&pid=ImgDetMain,"Get exceptional growth with DAP (Di-Ammonium Phosphate), your plants' best ally.","Ensure vibrant plant life with DAP (Di-Ammonium Phosphate), offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Neha,"Good quality fertilizer, improved soil health significantly.",Rahul,"Highly effective for my garden, plants are thriving!",Sanjeev,"Better than expected, highly effective.",Rajesh,250grms,500g,1kg,5kg,"Enhances soil structure, improving root growth and overall plant health.",Improves soil aeration and water retention.,"DAP (Di-Ammonium Phosphate) guarantees optimal nutrient release, keeping plants healthy for weeks.",20:06:03
1983,SoilSaver,Compost Plus,Chemical Fertilizer,694,605,14,INR,Standard Delivery,28-05-2027,Bottle,India,https://th.bing.com/th/id/OIG4.DikNglDFo2rBxiFY7wy_?w=1024&h=1024&rs=1&pid=ImgDetMain,"Compost Plus boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Compost Plus, offering superior nutrient absorption and growth acceleration.","Perfect for organic gardening, very effective.",Ramesh,"Improved soil texture, and plants are greener.",Deepak,My flowers are thriving thanks to this compost!,Pooja,"Would buy again, very satisfied.",Jagadeesh,250grms,750grms,1kg,5kg,Supports sustainable farming with organic matter.,Helps balance soil pH for better nutrient uptake and plant health.,"Compost Plus guarantees optimal nutrient release, keeping plants healthy for weeks.",15:07:04
1984,SoilSaver,Soil Conditioner,Bio-Fertilizer,772,727,6,INR,Same Day Delivery,17-04-2025,Bottle,India,https://th.bing.com/th/id/OIG4.ncj.X2is0X9hMJLWfG0x?w=1024&h=1024&rs=1&pid=ImgDetMain,"Soil Conditioner boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Soil Conditioner, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Venkat,"Highly effective for my garden, plants are thriving!",Suresh,"Excellent product, highly recommended!",Shiva,Boosted plant growth significantly.,Rohan,250grms,500g,2kgs,5kg,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.",Enriched with essential nutrients for faster growth.,"Soil Conditioner guarantees optimal nutrient release, keeping plants healthy for weeks.",18:10:04
1985,SoilSaver,Urea Fertilizer,Chemical Fertilizer,313,291,7,INR,Free Shipping,21-09-2026,Bag,India,https://th.bing.com/th/id/OIG1.synfl4m.xXkca4gT79qz?w=1024&h=1024&rs=1&pid=ImgDetMain,"Urea Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Urea Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Harini,"Easy to use, results are visible within weeks.",Kiran,"Highly effective for my garden, plants are thriving!",Sanjeev,Plants look greener and healthier now.,Rajesh,250grms,500g,1kg,5kg,Enhances root growth and strengthens plant immunity.,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Formulated for Urea Fertilizer, enhancing your soil's fertility and plant resilience.",20:06:04
1986,EcoFert,Organic Manure,Chemical Fertilizer,872,804,8,INR,Free Shipping,11-08-2026,Bottle,India,https://th.bing.com/th/id/OIG4.J3s3bI1gc71PUdkPjbSq?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Organic Manure, specially formulated for robust development.","Ensure vibrant plant life with Organic Manure, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Venkat,"Good quality fertilizer, improved soil health significantly.",Priya,"Easy to use, results are visible within weeks.",Rahul,"Excellent product, highly recommended!",Jagadeesh,250grms,750grms,1kg,5kg,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.",Enriched with essential nutrients for faster growth.,"Formulated for Organic Manure, enhancing your soil's fertility and plant resilience.",15:08:03
1987,CropMax,Super Phosphate,Organic Fertilizer,970,909,6,INR,Standard Delivery,30-09-2027,Canister,India,https://th.bing.com/th/id/OIG2.HMEh9d9B9TuwHhK6z3nw?w=1024&h=1024&rs=1&pid=ImgDetMain,"Get exceptional growth with Super Phosphate, your plants' best ally.","Ensure vibrant plant life with Super Phosphate, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Lakshmi,"Highly effective for my garden, plants are thriving!",Pooja,"Easy to use, results are visible within weeks.",Harini,"Good value for money, effective results.",Neha,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Safe for plants, pets, and children with natural, non-toxic ingredients.","Give your plants a boost with Super Phosphate, enhancing overall plant vitality.",22:08:04
1988,GreenGrow,Bio Phosphate,Organic Fertilizer,422,389,8,INR,Same Day Delivery,05-02-2026,Bottle,India,https://th.bing.com/th/id/OIG2.wcW8QZxgYfk0H_7sk8jk?pid=ImgGn,Give your plants the nourishment they deserve with Bio Phosphate.,"Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Lakshmi,"Easy to use, results are visible within weeks.",Deepak,"Excellent product, highly recommended!",Anjali,"Good value for money, effective results.",Anjali,250grms,750grms,1kg,5kg,Enhances root growth and strengthens plant immunity.,"Maintains effectiveness for longer periods, ensuring durability in storage.","With Bio Phosphate, enjoy healthier plants with faster root development.",18:09:06
1989,CropMax,Bio Phosphate,Organic Fertilizer,691,646,7,INR,Standard Delivery,12-07-2025,Canister,India,https://th.bing.com/th/id/OIG4.U1LNhV1nAKtwd8V30Vlg?pid=ImgGn,"Get exceptional growth with Bio Phosphate, your plants' best ally.","Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Deepak,"Highly effective for my garden, plants are thriving!",Priya,"Easy to use, results are visible within weeks.",Sanjeev,My crops have never been healthier!,Vikram,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Safe for plants, pets, and children with natural, non-toxic ingredients.","Give your plants a boost with Bio Phosphate, enhancing overall plant vitality.",15:08:04
1990,CropMax,Bio Phosphate,Chemical Fertilizer,333,238,33,INR,Same Day Delivery,30-04-2026,Bottle,India,https://th.bing.com/th/id/OIG4.9gPikB5EHtCQQ9Lo7Fg0?pid=ImgGn,"Maximize your garden's potential with Bio Phosphate, specially formulated for robust development.","Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Kiran,"Highly effective for my garden, plants are thriving!",Priya,"Better than expected, highly effective.",Rohan,"Easy to use, results are visible within weeks.",Sanjeev,250grms,750grms,2kgs,5kg,"Enhances soil structure, improving root growth and overall plant health.",Enhances root growth and strengthens plant immunity.,"Give your plants a boost with Bio Phosphate, enhancing overall plant vitality.",22:09:04
1991,SoilSaver,Granular NPK Fertilizer,Bio-Fertilizer,862,798,8,INR,Same Day Delivery,25-11-2026,Bag,India,https://th.bing.com/th/id/OIG2.S.XiWbkvS7GOShkjBgbY?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Granular NPK Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Granular NPK Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Neha,"Highly effective for my garden, plants are thriving!",Ananya,My crops have never been healthier!,Divya,"Excellent product, highly recommended!",Meghana,250grms,500g,2kgs,5kg,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.",Enriched with essential nutrients for faster growth.,"With Granular NPK Fertilizer, enjoy healthier plants with faster root development.",18:10:03
